blockNumber,blockHash,timeStamp,hash,nonce,transactionIndex,from,to,value,gas,gasPrice,input,methodId,functionName,contractAddress,cumulativeGasUsed,txreceipt_status,gasUsed,confirmations,isError,dfpi_scam_address
22511460,0xf3e6e09459a674318bc81928453e54bfc2db2d1474c1223d7076c3638cd68950,1747590527,0xbe2aa5ed3608161831415a946af2419e50b9502abfabf6a76c86344b9de26418,13,71,0xfb03f0b5b8a9714f956af658925671d4eb3f32c2,0x9af6b373b09160ebdaf7d915f37443ef3513cfac,1896560549836072,21000,1377803246,0x,0x,,,3099955,1,21000,1349979,0,0x9af6b373b09160ebdaf7d915f37443ef3513cfac
22632561,0xf23c32d7b2e46cfeb294d83f06807c3bb5b93db62c3d8101dcb3ad755513ec13,1749055667,0x119be1243d5a4fadc8bfb377d50bbe3f9e6964216c3e284d6a54421606680026,815,145,0x808abf236ae084a18fbfc17dfa3df7b3a1939fa6,0x9af6b373b09160ebdaf7d915f37443ef3513cfac,3000000000000000,21000,3511902375,0x,0x,,,13003488,1,21000,1228878,0,0x9af6b373b09160ebdaf7d915f37443ef3513cfac
